ts,city,temp,cond
1997-09-10 00:00:00.0,Madrid,99,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-09-12 00:00:00.0,Madrid,80,Freezing drizzle or freezing rain not falling as shower(s)
1997-09-19 00:00:00.0,Madrid,118,Isolated star-like snow crystals (with or without fog)
1997-10-02 00:00:00.0,Madrid,63,Slight or moderate drifting snow generally low (below eye level)
1997-10-23 00:00:00.0,Madrid,56,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-11-05 00:00:00.0,Madrid,79,"Thunderstorm but no precipitation at the time of observation"
1997-11-11 00:00:00.0,Madrid,72,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-12-03 00:00:00.0,Madrid,40,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-12-11 00:00:00.0,Madrid,73,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-12-23 00:00:00.0,Madrid,93,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-12-26 00:00:00.0,Madrid,98,Mist
1997-12-31 00:00:00.0,Madrid,97,"Show shower(s) slight"
1998-01-13 00:00:00.0,Madrid,46,"Drizzle freezing slight"
1998-01-26 00:00:00.0,Madrid,89,Rain and snow or ice pellets not falling as shower(s)
1998-02-20 00:00:00.0,Madrid,100,"Drizzle freezing slight"
1998-03-03 00:00:00.0,Madrid,45,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1998-03-04 00:00:00.0,Madrid,87,Clouds generally forming or developing
1998-03-16 00:00:00.0,Madrid,72,Mist
1998-03-24 00:00:00.0,Madrid,74,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1998-03-30 00:00:00.0,Madrid,72,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-03-31 00:00:00.0,Madrid,82,Slight or moderate blowing snow generally high (above eye level)
1998-04-07 00:00:00.0,Madrid,60,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-04-10 00:00:00.0,Madrid,59,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1998-04-15 00:00:00.0,Madrid,105,Shower(s) of rain
1998-04-20 00:00:00.0,Madrid,51,Snow grains (with or without fog)
1998-05-05 00:00:00.0,Madrid,40,Slight or moderate blowing snow generally high (above eye level)
1998-05-07 00:00:00.0,Madrid,55,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1998-05-08 00:00:00.0,Madrid,105,"Fog depositing rime sky invisible"
1998-05-11 00:00:00.0,Madrid,93,Drizzle (not freezing) or snow grains not falling as shower(s)
1998-05-13 00:00:00.0,Madrid,113,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1998-05-15 00:00:00.0,Madrid,66,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-05-20 00:00:00.0,Madrid,107,Shower(s) of snow or of rain and snow
1998-05-21 00:00:00.0,Madrid,83,"Drizzle freezing slight"
1998-05-29 00:00:00.0,Madrid,50,"Rain not freezing intermittent slight at time of observation"
1996-08-14 00:00:00.0,Mannheim,68,"Drizzle not freezing continuous heavy (dense) at time of observation"
1996-08-20 00:00:00.0,Mannheim,54,Heavy drifting snow generally low (below eye level)
1996-08-22 00:00:00.0,Mannheim,69,Isolated star-like snow crystals (with or without fog)
1996-08-26 00:00:00.0,Mannheim,74,Snow not falling as shower(s)
1996-08-28 00:00:00.0,Mannheim,55,Squalls at or within sight of the station during the preceding hour or at the time of observation
1996-08-29 00:00:00.0,Mannheim,116,Freezing drizzle or freezing rain not falling as shower(s)
1996-09-06 00:00:00.0,Mannheim,72,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1996-09-09 00:00:00.0,Mannheim,46,"Shower(s) of rain and snow mixed moderate or heavy"
1996-09-23 00:00:00.0,Mannheim,45,"Rain shower(s) violent"
1997-01-02 00:00:00.0,Mannheim,73,Freezing drizzle or freezing rain not falling as shower(s)
1997-03-05 00:00:00.0,Mannheim,60,"Drizzle not freezing intermittent slight at time of observation"
1997-03-12 00:00:00.0,Mannheim,54,"Drizzle not freezing continuous moderate at time of observation"
1997-03-17 00:00:00.0,Mannheim,86,"Drizzle not freezing continuous slight at time of observation"
1997-03-27 00:00:00.0,Mannheim,68,"Rain freezing slight"
1997-04-04 00:00:00.0,Mannheim,91,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1997-04-24 00:00:00.0,Mannheim,108,Freezing drizzle or freezing rain not falling as shower(s)
1997-04-28 00:00:00.0,Mannheim,93,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-05-07 00:00:00.0,Mannheim,100,Slight or moderate drifting snow generally low (below eye level)
1997-05-15 00:00:00.0,Mannheim,81,"Rain not freezing continuous heavy at time of observation"
1997-06-12 00:00:00.0,Mannheim,44,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-06-17 00:00:00.0,Mannheim,57,Snow not falling as shower(s)
1997-07-03 00:00:00.0,Mannheim,66,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-07-07 00:00:00.0,Mannheim,54,State of sky on the whole unchanged
1997-07-25 00:00:00.0,Mannheim,77,"Intermittent fall of snowflakes moderate at time of observation"
1997-08-08 00:00:00.0,Mannheim,41,Snow grains (with or without fog)
1997-08-15 00:00:00.0,Mannheim,90,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1997-08-26 00:00:00.0,Mannheim,77,"Rain freezing slight"
1997-09-03 00:00:00.0,Mannheim,52,Clouds generally forming or developing
1997-09-12 00:00:00.0,Mannheim,43,"Rain shower(s) moderate or heavy"
1997-09-19 00:00:00.0,Mannheim,72,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1997-12-04 00:00:00.0,Mannheim,56,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-12-26 00:00:00.0,Mannheim,83,"Precipitation within sight not reaching the ground or the surface of the sea"
1998-01-15 00:00:00.0,Mannheim,53,"Lightning visible no thunder heard"
1998-01-16 00:00:00.0,Mannheim,53,"Rain or drizzle and snow moderate or heavy"
1998-01-21 00:00:00.0,Mannheim,48,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1998-02-11 00:00:00.0,Mannheim,79,Shower(s) of snow or of rain and snow
1998-02-13 00:00:00.0,Mannheim,87,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1998-02-17 00:00:00.0,Mannheim,76,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1998-02-24 00:00:00.0,Mannheim,100,Mist
1998-03-05 00:00:00.0,Mannheim,114,Severe duststorm or sandstorm no appreciable change during the preceding hour
1998-03-06 00:00:00.0,Mannheim,87,"Intermittent fall of snowflakes heavy at time of observation"
1998-03-10 00:00:00.0,Mannheim,81,"Drizzle not freezing continuous heavy (dense) at time of observation"
1998-03-11 00:00:00.0,Mannheim,63,Severe duststorm or sandstorm no appreciable change during the preceding hour
1998-03-24 00:00:00.0,Mannheim,48,"Shower(s) of rain and snow mixed moderate or heavy"
1998-03-27 00:00:00.0,Mannheim,86,"Snow shower(s) moderate or heavy"
1998-03-30 00:00:00.0,Mannheim,44,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-04-02 00:00:00.0,Mannheim,55,"Drizzle not freezing continuous slight at time of observation"
1998-04-06 00:00:00.0,Mannheim,84,"Show shower(s) slight"
1998-04-16 00:00:00.0,Mannheim,84,Drizzle (not freezing) or snow grains not falling as shower(s)
1998-04-17 00:00:00.0,Mannheim,95,"Drizzle not freezing intermittent slight at time of observation"
1998-04-21 00:00:00.0,Mannheim,119,"Rain or drizzle and snow moderate or heavy"
1998-04-28 00:00:00.0,Mannheim,88,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1998-05-08 00:00:00.0,Mannheim,115,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-05-13 00:00:00.0,Mannheim,63,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-05-27 00:00:00.0,Mannheim,57,"Shower(s) of rain and snow mixed moderate or heavy"
1998-06-02 00:00:00.0,Mannheim,81,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1996-08-01 00:00:00.0,Marseille,92,"Rain shower(s) slight"
1996-09-06 00:00:00.0,Marseille,60,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1996-09-12 00:00:00.0,Marseille,98,"Fog depositing rime sky invisible"
1996-09-16 00:00:00.0,Marseille,99,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1996-09-26 00:00:00.0,Marseille,72,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1996-10-22 00:00:00.0,Marseille,67,"Drizzle and rain slight"
1996-11-07 00:00:00.0,Marseille,81,"Fog or ice fog sky visible has become thinner during the preceding hour"
1996-11-13 00:00:00.0,Marseille,74,"Rain shower(s) moderate or heavy"
1996-11-22 00:00:00.0,Marseille,80,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1996-11-26 00:00:00.0,Marseille,52,Snow not falling as shower(s)
1996-11-27 00:00:00.0,Marseille,114,"Drizzle and rain moderate or heavy"
1996-12-02 00:00:00.0,Marseille,75,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1996-12-04 00:00:00.0,Marseille,72,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1996-12-09 00:00:00.0,Marseille,50,"Rain shower(s) violent"
1996-12-17 00:00:00.0,Marseille,103,Clouds generally forming or developing
1996-12-20 00:00:00.0,Marseille,67,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1996-12-23 00:00:00.0,Marseille,81,"Intermittent fall of snowflakes slight at time of observation"
1997-01-07 00:00:00.0,Marseille,91,Shower(s) of rain
1997-01-09 00:00:00.0,Marseille,101,Cloud development not observed or not observable
1997-01-13 00:00:00.0,Marseille,88,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-01-20 00:00:00.0,Marseille,84,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-01-31 00:00:00.0,Marseille,68,"Rain freezing slight"
1997-02-11 00:00:00.0,Marseille,113,"Drizzle and rain moderate or heavy"
1997-02-18 00:00:00.0,Marseille,57,"Rain freezing moderate or heavy"
1997-02-21 00:00:00.0,Marseille,40,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-03-03 00:00:00.0,Marseille,49,Thunderstorm (with or without precipitation)
1997-03-06 00:00:00.0,Marseille,48,"Continuous fall of snowflakes moderate at time of observation"
1997-03-07 00:00:00.0,Marseille,59,"Drizzle freezing moderate or heavy (dense)"
1997-03-10 00:00:00.0,Marseille,65,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-03-12 00:00:00.0,Marseille,115,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-03-18 00:00:00.0,Marseille,96,Clouds generally forming or developing
1997-03-27 00:00:00.0,Marseille,92,"Drizzle freezing slight"
1997-03-31 00:00:00.0,Marseille,40,Mist
1997-04-03 00:00:00.0,Marseille,92,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-04-04 00:00:00.0,Marseille,107,Clouds generally forming or developing
1997-04-08 00:00:00.0,Marseille,94,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-04-18 00:00:00.0,Marseille,74,"Intermittent fall of snowflakes heavy at time of observation"
1997-04-23 00:00:00.0,Marseille,114,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-04-29 00:00:00.0,Marseille,62,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-05-02 00:00:00.0,Marseille,67,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-05-07 00:00:00.0,Marseille,50,"Rain shower(s) slight"
1997-05-16 00:00:00.0,Marseille,69,"Shower(s) of rain and snow mixed moderate or heavy"
1997-05-20 00:00:00.0,Marseille,109,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-05-30 00:00:00.0,Marseille,117,Severe duststorm or sandstorm no appreciable change during the preceding hour
1997-06-10 00:00:00.0,Marseille,43,"Rain shower(s) moderate or heavy"
1997-07-28 00:00:00.0,Marseille,69,"Drizzle freezing slight"
1997-07-29 00:00:00.0,Marseille,78,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-07-30 00:00:00.0,Marseille,115,"Rain or drizzle and snow moderate or heavy"
1997-08-05 00:00:00.0,Marseille,70,Diamond dust (with or without fog)
1997-08-06 00:00:00.0,Marseille,49,Clouds generally forming or developing
1997-08-11 00:00:00.0,Marseille,119,"Rain not freezing continuous heavy at time of observation"
1997-08-26 00:00:00.0,Marseille,69,"Rain shower(s) violent"
1997-08-28 00:00:00.0,Marseille,58,Rain and snow or ice pellets not falling as shower(s)
1997-09-19 00:00:00.0,Marseille,116,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
